PM2.5,PM10,NO2,SO2,CO,Temperature,Humidity,AQI
135.37,229.04,36.36,34.7,0.83,25.3,58.76,194.2
322.0,510.29,31.36,43.18,6.2,23.89,39.75,398.44
204.37,286.31,165.46,78.18,3.4,36.02,35.74,255.19
12.69,19.94,8.38,48.42,8.56,30.33,64.93,96.37
78.08,100.93,83.84,79.4,4.35,23.58,26.67,161.55
357.99,470.54,33.64,57.65,1.93,15.98,24.36,382.08
329.46,544.37,175.87,34.21,1.91,17.94,47.92,434.31
13.55,19.14,111.41,81.0,7.69,30.14,74.05,107.21
110.99,184.11,46.28,23.83,2.66,24.82,61.61,182.22
115.54,193.61,100.49,22.44,7.67,28.02,51.72,186.12
335.95,571.21,146.3,50.45,2.06,15.97,62.43,470.13
9.86,17.16,191.62,26.08,3.22,33.2,47.41,117.76
52.05,72.96,44.09,0.91,4.65,39.84,90.21,147.75
399.96,529.23,177.24,64.83,9.43,19.03,24.12,418.4
89.27,134.58,186.86,51.11,9.32,27.2,70.5,173.49
326.37,443.81,183.28,44.55,2.07,44.14,86.85,370.42
119.09,181.11,127.08,96.7,3.58,21.66,80.29,186.2
49.72,79.25,125.96,57.12,1.49,30.83,33.8,132.14
121.59,192.34,80.64,86.34,5.1,13.16,42.19,180.07
361.13,491.93,150.48,13.95,4.61,31.21,73.78,393.23
427.85,520.61,106.26,56.92,9.01,13.14,26.32,439.16
415.11,581.72,135.49,86.8,9.3,43.57,80.89,482.34
198.59,238.27,85.69,58.31,3.84,35.05,73.92,252.67
334.04,575.58,146.3,71.8,4.92,37.59,74.72,478.17
102.49,137.56,164.89,37.2,8.96,34.64,27.52,171.58
146.57,177.08,29.29,9.24,8.07,30.64,73.83,204.02
448.17,500.97,166.59,45.79,0.04,25.75,70.99,459.93
6.5,10.09,108.06,39.45,3.2,40.04,82.32,110.97
42.75,66.09,168.93,86.71,4.22,43.49,23.12,117.61
103.94,139.12,86.26,24.4,2.3,27.47,21.73,170.99
13.27,15.26,75.81,96.67,2.0,42.6,47.98,111.59
90.72,125.8,183.01,95.81,0.38,30.42,31.16,167.87
291.52,384.18,50.23,24.76,6.43,28.84,61.88,334.51
210.71,331.66,168.84,34.81,2.63,25.91,88.8,264.15
446.34,600.0,96.8,89.56,0.52,17.33,49.36,499.62
408.72,553.91,102.82,96.66,2.31,10.13,83.37,448.26
170.91,214.07,61.69,44.34,8.02,18.45,20.02,217.08
129.71,232.39,114.61,32.1,8.51,27.84,32.64,183.73
189.85,269.16,65.04,52.61,4.83,23.3,22.28,237.94
295.15,466.86,7.85,68.78,4.16,25.7,44.61,347.95
134.03,160.62,54.4,27.35,9.78,44.32,88.11,202.28
312.07,449.36,1.28,73.65,2.01,22.26,27.27,345.08
204.71,229.12,195.67,5.17,2.15,25.83,65.48,251.87
276.02,401.29,193.15,4.93,2.92,14.67,53.86,321.74
218.06,387.02,79.03,38.63,1.73,11.68,90.39,270.86
147.23,201.55,145.67,35.35,3.79,37.14,29.19,195.58
474.23,534.59,69.16,31.56,9.11,29.97,35.9,474.96
381.8,428.26,134.22,49.1,6.15,36.62,22.22,408.54
70.06,96.09,161.09,32.07,4.12,15.25,52.55,160.84
434.23,526.3,189.35,19.23,9.34,30.01,40.84,441.16
243.72,272.07,80.04,30.95,0.48,18.88,85.24,294.84
447.28,600.0,156.66,97.49,2.1,17.98,65.37,500.0
399.93,568.28,53.19,41.11,5.66,10.4,66.06,462.16
212.61,276.91,198.07,44.47,6.16,14.56,59.89,260.74
11.23,19.44,5.15,57.65,0.4,20.82,26.89,74.56
134.34,158.69,120.71,98.33,4.03,14.09,53.38,187.61
270.82,479.11,131.9,24.16,6.49,44.51,94.96,365.7
316.74,418.02,137.61,68.13,6.98,20.8,82.64,359.1
128.94,222.03,24.08,71.6,6.38,14.56,87.01,186.45
69.68,106.05,187.71,60.73,3.21,16.97,81.74,160.91
417.47,600.0,36.24,8.86,0.94,30.57,27.73,500.0
492.2,600.0,124.55,67.69,4.27,12.24,37.06,493.16
262.85,342.19,44.54,6.41,1.29,40.19,20.23,307.84
85.84,152.18,61.44,59.61,9.48,43.65,42.76,171.77
136.15,186.89,109.29,73.96,4.75,18.64,28.15,190.84
9.2,12.6,83.44,21.1,3.17,25.75,55.46,81.47
457.15,600.0,32.05,84.16,7.66,10.77,70.78,500.0
58.88,87.08,34.19,3.04,4.98,32.42,85.59,160.43
288.26,348.19,83.63,84.38,3.1,24.49,76.19,334.33
137.03,203.84,151.46,46.03,8.12,19.45,90.39,194.05
277.09,409.87,179.59,21.76,8.67,17.24,24.04,317.41
325.71,531.99,16.83,13.38,6.73,32.89,20.91,421.66
414.87,600.0,78.62,95.33,0.47,24.57,69.6,500.0
103.21,145.35,20.05,7.27,5.66,16.29,41.7,175.85
5.5,7.21,3.32,19.91,7.63,34.12,39.01,78.77
68.44,87.71,132.34,34.78,1.37,29.78,44.82,154.15
450.01,556.32,120.49,62.02,2.29,40.05,40.23,461.86
436.95,498.27,32.6,54.48,8.82,14.11,58.36,447.68
298.71,400.18,46.76,12.56,0.2,37.5,53.01,340.06
300.26,387.09,4.74,28.97,7.53,33.57,58.43,338.4
332.52,590.72,166.99,23.88,4.74,14.03,70.45,489.89
87.69,130.69,194.94,21.35,4.47,34.32,49.03,168.79
457.21,600.0,27.09,41.11,0.07,25.45,38.85,500.0
209.39,315.4,46.3,70.4,8.19,43.07,32.47,260.48
191.57,229.39,173.68,21.75,3.6,14.96,46.21,239.48
259.46,366.05,185.29,36.67,5.41,32.5,75.64,314.78
23.48,36.13,83.93,39.09,6.77,23.37,76.75,82.03
83.14,119.91,10.12,97.65,7.03,43.49,70.02,171.39
369.02,509.7,7.88,95.47,9.56,21.55,37.55,391.38
41.4,74.34,114.79,80.01,5.31,43.68,64.11,117.64
301.58,517.57,78.58,24.17,4.0,41.55,62.8,407.0
122.67,188.48,5.73,6.8,9.54,19.46,56.32,187.44
194.65,291.69,116.65,31.69,6.42,38.12,61.25,247.68
144.35,221.49,2.26,26.68,2.98,44.85,56.88,200.51
177.84,220.68,157.47,50.59,1.26,18.84,62.41,225.64
359.52,494.92,61.29,77.77,8.43,25.29,73.66,389.62
148.56,167.52,8.05,85.83,3.62,28.21,28.22,195.44
283.2,405.8,117.67,84.49,6.6,20.32,76.22,329.96
238.03,352.31,79.54,35.97,4.71,10.53,30.19,281.11
331.84,417.92,194.76,68.72,1.99,17.7,25.0,365.6
468.41,600.0,108.84,31.28,6.02,19.87,93.21,499.36
366.29,600.0,55.05,6.09,0.61,25.53,91.77,500.0
107.47,172.54,141.89,70.16,4.13,15.99,24.53,178.13
15.59,22.97,54.3,0.98,5.47,40.56,53.24,62.23
131.13,224.1,180.85,40.92,4.36,34.67,33.97,186.61
297.54,354.5,74.94,32.94,7.49,12.98,56.4,337.9
25.71,42.51,109.97,69.34,8.28,32.75,82.26,105.9
248.18,294.69,10.11,76.62,7.71,32.88,91.3,301.02
298.42,494.17,85.22,30.41,0.39,43.47,67.57,381.44
167.12,216.09,166.47,81.16,1.94,10.11,46.54,221.81
385.46,600.0,161.13,29.39,5.37,18.68,65.25,499.95
53.3,93.85,44.86,44.63,9.35,42.47,43.4,141.97
37.57,45.24,45.22,72.7,8.35,42.62,88.24,116.3
364.09,518.42,163.46,69.29,8.43,35.22,85.28,413.83
247.75,442.64,186.08,98.74,3.03,36.8,61.87,322.11
344.2,495.09,19.07,22.52,4.29,13.2,44.36,376.04
217.41,370.58,90.01,66.23,4.71,27.99,42.0,268.64
123.2,186.29,67.49,60.97,1.57,18.11,22.51,181.56
409.55,558.11,174.14,91.51,0.31,16.34,81.19,449.37
399.71,519.64,16.7,15.64,9.47,38.36,53.78,426.86
347.35,431.5,42.23,75.18,2.41,14.73,44.38,375.06
136.07,222.24,150.49,56.83,2.4,26.4,55.33,197.08
295.12,404.48,10.26,27.47,0.83,42.85,81.41,345.6
180.49,263.13,98.51,47.44,9.29,16.5,29.35,224.87
45.79,66.15,88.42,33.38,5.8,44.23,84.32,135.24
458.66,600.0,66.88,57.93,6.67,44.8,87.31,500.0
68.41,116.7,78.91,88.9,9.12,29.45,91.0,157.77
475.12,600.0,105.99,56.93,3.46,15.95,49.81,497.56
223.0,308.93,32.27,63.17,6.22,21.06,36.29,271.88
92.57,155.44,114.4,51.87,0.39,24.86,48.02,168.76
270.95,443.05,161.09,5.12,1.87,20.83,44.97,319.63
436.47,600.0,152.03,23.29,8.31,19.82,33.21,500.0
366.11,600.0,30.78,49.2,7.67,44.03,65.55,500.0
403.28,500.2,29.85,31.02,3.51,15.37,55.75,419.88
329.39,387.52,53.63,18.18,3.77,35.67,84.93,370.77
346.14,587.66,72.21,50.41,5.34,10.01,22.41,481.46
424.6,597.58,81.69,32.28,0.0,30.87,68.29,493.65
124.83,211.33,135.94,25.81,2.41,42.06,77.22,193.15
244.71,422.17,11.34,46.4,2.08,20.08,76.96,300.31
110.6,126.5,6.93,13.33,2.5,16.49,86.46,181.87
493.83,600.0,78.38,92.77,8.06,32.81,74.68,500.0
472.03,600.0,139.43,86.77,2.8,34.94,89.59,500.0
19.71,28.73,38.69,70.76,1.92,34.08,44.95,96.37
352.79,542.8,128.3,10.62,5.04,21.18,57.74,431.24
462.62,600.0,51.97,77.59,8.66,18.83,21.06,497.2
90.29,100.52,177.22,80.8,2.41,43.46,20.52,173.67
283.97,407.16,179.14,76.78,0.79,42.32,38.01,326.61
457.74,600.0,59.46,11.4,3.56,26.01,27.56,496.01
16.97,27.26,46.0,64.39,7.48,39.62,39.52,86.04
348.71,552.63,82.26,83.43,5.51,25.83,33.28,444.91
148.67,177.53,48.11,57.74,8.17,24.85,22.14,193.64
462.2,600.0,134.48,64.64,9.6,15.49,88.2,500.0
485.53,600.0,165.21,45.84,7.93,24.92,20.62,499.17
472.13,600.0,134.62,52.87,6.04,28.81,75.21,500.0
237.11,307.08,164.87,3.44,4.93,10.79,31.41,278.42
431.02,537.7,79.4,63.9,0.4,25.54,88.42,451.39
422.27,600.0,31.26,8.14,9.84,37.35,86.96,500.0
159.55,176.5,147.59,43.5,3.83,33.8,69.04,215.27
414.46,600.0,72.09,29.27,1.52,32.23,70.42,500.0
18.5,29.12,134.25,54.54,6.67,41.83,20.4,107.41
298.13,500.85,54.13,13.34,2.84,10.63,93.87,392.06
115.0,150.22,16.25,69.16,5.86,29.5,85.84,190.79
60.28,66.92,198.52,79.5,5.87,37.56,87.13,156.68
38.48,62.2,31.24,16.34,4.46,28.95,69.44,113.56
348.14,586.24,197.68,10.43,8.36,21.34,45.86,483.17
169.94,275.02,195.46,14.55,2.65,14.77,87.02,222.11
362.38,434.86,158.76,87.71,4.49,41.06,41.86,387.99
32.68,53.18,131.88,52.82,5.38,26.48,62.2,107.57
157.65,258.26,115.56,46.73,6.64,40.73,27.48,205.7
269.75,421.07,173.22,10.67,7.84,30.5,89.15,319.93
395.36,600.0,57.89,64.96,3.95,33.6,30.56,496.6
159.38,269.69,93.54,86.8,6.46,38.15,36.87,209.33
312.95,478.66,123.88,82.82,1.51,33.07,61.86,363.4
442.99,514.76,82.24,62.61,9.33,23.93,77.31,457.34
307.93,443.83,85.5,7.53,3.83,27.98,66.45,344.86
116.48,134.46,66.06,11.24,7.3,38.11,37.41,179.58
12.2,16.9,112.85,4.93,0.2,23.08,20.07,100.86
435.05,600.0,170.11,25.75,2.05,23.58,76.79,500.0
10.63,12.19,40.31,13.57,4.87,13.35,93.89,60.04
437.35,587.88,186.89,26.0,8.78,42.01,80.74,492.4
264.47,311.46,137.82,38.51,5.27,13.19,54.52,312.34
469.53,600.0,164.65,94.3,9.3,32.69,87.78,500.0
399.39,600.0,111.24,61.04,4.84,24.46,50.74,499.22
498.97,574.12,155.9,83.5,4.9,24.2,59.37,498.56
175.36,310.13,3.24,71.04,1.2,33.78,55.78,229.71
383.59,562.27,163.68,11.25,8.03,12.35,53.57,456.83
200.97,263.2,8.03,73.59,2.47,30.78,78.14,254.22
239.94,276.84,177.98,27.51,9.0,37.02,59.51,295.86
313.75,455.08,198.39,63.91,9.11,38.99,43.75,352.39
436.84,600.0,58.81,34.1,9.43,15.97,39.36,497.66
492.04,600.0,42.06,99.77,5.2,41.41,22.83,499.8
384.14,436.06,153.07,26.36,6.77,32.97,63.74,407.82
208.88,240.43,50.61,27.91,7.79,40.86,37.25,260.16
210.68,291.16,173.11,93.07,1.31,26.98,31.11,262.54
368.79,481.9,20.57,2.46,6.01,28.97,69.04,398.96
119.39,150.75,25.19,69.67,0.34,42.17,71.09,188.75
55.24,71.63,195.83,72.53,4.98,41.5,76.41,154.31
177.31,294.77,134.77,83.64,1.55,25.69,57.77,229.28
143.62,251.4,169.38,97.44,1.83,19.6,87.05,201.27
148.15,204.98,64.87,97.56,3.65,23.76,90.23,204.2
116.8,202.57,135.3,6.53,4.32,23.57,80.55,184.66
21.05,27.89,118.85,82.18,6.23,20.04,67.67,106.21
8.94,12.81,120.63,64.63,0.74,19.4,42.78,104.35
493.86,600.0,136.51,64.73,5.04,40.14,93.72,500.0
213.89,331.17,115.07,12.83,1.83,12.45,40.56,261.41
192.16,343.07,85.81,65.02,5.74,33.72,35.2,236.71
339.82,517.36,55.18,98.25,6.37,16.05,53.16,406.21
109.13,147.37,153.72,91.18,5.57,22.06,24.26,177.33
474.98,600.0,45.25,43.91,7.38,12.15,93.39,500.0
393.17,466.32,138.47,3.99,3.36,19.45,64.13,414.39
44.71,76.99,46.67,36.23,7.65,36.89,61.77,127.4
208.79,303.2,125.07,82.64,4.33,40.98,69.18,266.64
439.56,600.0,149.42,70.15,4.84,17.75,57.28,500.0
472.37,600.0,43.74,45.93,6.48,26.22,22.4,497.35
233.7,359.28,11.99,5.51,0.18,26.46,65.92,285.61
306.71,352.79,26.19,42.69,6.54,40.58,73.71,353.31
83.52,131.78,121.2,46.9,6.19,36.7,51.26,163.59
495.58,600.0,169.89,92.86,3.1,27.96,76.8,500.0
115.84,185.31,9.0,64.11,0.86,33.48,37.03,185.47
471.37,600.0,146.83,31.17,0.91,39.66,36.6,500.0
324.82,540.11,68.26,52.53,9.23,10.33,32.11,428.83
303.87,451.78,95.71,6.61,6.89,24.1,47.9,339.46
256.34,375.32,185.77,97.26,1.27,41.75,83.53,311.4
115.33,138.4,66.39,36.01,3.57,35.91,82.09,185.27
88.26,145.0,93.07,47.79,5.92,29.0,48.71,169.22
110.24,142.21,2.74,35.53,8.36,28.54,64.18,179.19
93.22,134.95,16.32,68.25,0.44,22.17,74.06,169.89
389.79,506.34,51.72,66.22,2.37,28.22,38.09,406.23
175.06,208.97,5.57,71.53,8.9,32.94,32.61,227.85
28.92,44.56,126.28,26.81,0.09,24.64,92.91,109.02
484.55,551.44,85.28,31.57,2.01,35.0,66.32,491.2
441.89,600.0,109.63,12.53,9.59,40.14,93.61,500.0
463.88,600.0,34.93,65.55,6.13,15.41,45.33,495.43
497.45,547.25,59.19,3.98,2.62,25.8,72.73,497.21
86.95,126.75,132.76,59.77,0.67,24.28,36.7,163.29
198.12,224.43,193.06,86.97,0.28,34.06,39.59,246.7
379.12,490.32,10.08,89.08,2.45,18.75,58.39,404.4
348.01,555.04,178.08,44.9,8.81,32.41,43.97,447.39
76.95,88.02,115.38,45.93,4.16,40.71,32.57,167.05
407.92,600.0,112.78,7.7,7.2,24.63,39.72,500.0
112.22,123.74,100.06,67.08,9.18,41.89,22.68,182.11
111.91,142.43,13.88,82.13,4.08,44.76,72.83,185.07
268.49,434.58,17.98,24.47,1.91,13.71,56.91,318.13
296.47,391.75,120.18,42.13,5.17,18.16,27.07,333.8
290.04,339.73,68.19,83.88,9.08,43.26,32.88,333.49
45.74,61.85,183.45,87.71,8.04,43.54,27.69,127.2
438.73,565.64,81.32,24.32,0.66,13.42,65.94,462.54
132.8,224.42,28.66,55.06,6.93,10.52,27.07,188.04
64.76,85.44,142.94,19.25,5.72,15.64,76.57,155.85
444.37,600.0,58.67,10.19,9.07,44.86,21.54,498.8
477.83,600.0,105.09,91.11,1.22,16.3,38.7,499.17
431.06,600.0,139.57,82.05,5.34,27.59,86.8,500.0
404.76,600.0,180.05,76.0,8.79,39.69,73.89,500.0
327.62,446.92,158.44,4.88,4.1,10.71,25.47,353.95
275.43,488.85,135.27,84.37,4.82,31.16,81.58,377.17
43.49,50.56,135.93,43.8,0.7,19.7,56.98,122.14
204.23,322.86,189.18,34.24,2.78,40.18,83.51,264.38
186.34,269.39,59.16,54.65,3.25,19.92,65.06,234.27
129.88,178.11,0.22,9.14,9.45,34.04,71.14,191.81
361.71,558.08,54.39,75.66,2.83,33.6,94.51,457.1
247.94,394.89,43.58,58.24,4.61,17.75,37.43,298.6
40.52,44.7,132.37,18.66,6.71,11.22,66.8,112.89
110.09,133.97,126.74,18.82,1.62,24.32,54.52,177.27
341.63,546.31,118.69,18.42,4.86,20.12,22.96,436.91
38.07,59.63,3.25,5.7,7.39,38.31,21.09,105.41
425.6,600.0,145.76,58.78,8.67,38.01,28.94,496.79
247.57,404.22,64.71,84.03,6.26,26.0,68.68,296.98
240.29,424.25,133.01,1.75,6.69,31.23,62.54,296.51
296.2,471.49,111.32,4.9,1.26,31.15,61.51,356.9
412.34,539.6,68.55,57.28,9.46,38.95,22.39,430.92
173.9,204.12,26.92,81.95,1.33,24.88,55.2,224.07
339.01,558.44,18.88,32.67,7.75,19.64,89.35,456.6
282.87,438.7,166.3,34.96,2.65,19.28,49.82,326.64
133.51,151.37,183.68,59.63,9.34,28.77,66.87,194.26
439.31,593.97,129.96,27.42,7.2,25.72,78.49,496.39
398.71,600.0,20.69,2.66,7.54,25.4,78.79,500.0
329.23,477.47,80.41,73.52,2.19,13.19,58.95,362.97
425.29,596.64,145.79,62.56,4.43,35.15,84.35,498.7
433.65,600.0,155.96,58.08,6.18,17.48,49.35,497.28
354.18,441.39,23.64,74.17,7.7,16.89,86.65,381.2
418.51,568.37,0.01,67.52,1.04,24.45,38.02,467.82
348.74,473.89,142.43,20.59,9.62,17.97,41.02,379.56
340.07,386.54,71.32,35.25,8.9,30.44,23.98,368.58
309.31,506.43,50.9,12.61,2.7,23.0,79.67,395.55
376.36,523.72,2.58,12.99,8.23,25.71,51.28,411.9
79.3,132.87,108.06,67.62,5.18,28.8,37.18,166.43
440.44,600.0,170.23,85.86,4.62,17.12,37.38,494.01
435.92,544.2,191.53,96.27,3.14,15.45,87.6,451.51
14.62,22.82,113.15,62.83,5.81,40.81,82.54,108.65
412.91,590.71,102.89,18.41,7.3,25.18,61.51,492.68
64.43,110.58,17.01,10.57,4.11,24.42,66.21,156.89
167.56,209.62,109.77,81.29,6.29,11.25,55.57,212.0
371.75,585.32,76.0,57.88,6.99,27.43,49.37,482.98
80.38,122.61,121.43,61.83,7.11,29.4,88.66,165.94
408.98,534.42,77.75,78.15,0.52,29.56,29.42,426.23
416.07,497.46,48.06,70.33,8.6,34.75,51.38,438.24
253.73,394.85,18.99,83.45,4.58,16.21,45.84,297.5
3.19,5.16,62.98,5.62,2.62,18.83,57.36,58.38
143.52,189.58,19.33,74.75,2.42,38.38,54.32,197.5
308.46,478.54,35.38,85.09,4.83,43.15,58.92,364.55
490.59,600.0,197.47,28.61,8.87,14.76,30.49,498.36
315.91,505.21,88.82,64.04,3.78,27.42,58.49,392.99
129.9,161.01,106.37,31.42,7.5,17.5,38.18,188.15
317.0,546.24,174.72,95.8,0.97,12.1,33.82,433.75
269.99,351.31,199.11,3.34,4.76,21.39,24.86,314.07
389.92,529.3,116.54,57.98,9.92,15.03,77.2,422.77
53.49,61.01,162.49,16.65,7.7,34.85,52.06,145.15
380.51,448.27,65.39,71.22,2.11,28.68,67.0,408.9
270.63,395.42,61.15,17.59,5.01,15.03,74.57,318.15
481.5,600.0,80.54,23.54,2.34,10.32,70.95,500.0
170.94,288.0,134.5,49.44,4.1,38.29,55.29,223.27
316.31,351.2,136.44,91.48,7.8,16.17,49.09,353.03
466.01,600.0,63.05,21.17,7.71,31.22,48.2,500.0
51.25,68.48,26.64,14.42,2.28,21.79,68.0,140.87
468.61,521.82,126.48,75.9,9.22,30.49,57.11,477.15
343.94,408.28,25.67,50.06,5.93,21.05,83.68,379.65
33.92,47.13,115.7,91.18,3.8,13.04,85.6,106.47
150.48,217.45,138.68,14.66,5.02,17.8,32.79,132.69
354.09,489.7,140.12,64.59,6.05,16.58,30.22,375.73
33.68,49.56,150.69,23.29,5.6,24.98,67.28,110.41
291.09,441.46,174.57,15.68,4.86,33.04,42.59,333.6
172.94,191.44,99.99,68.34,5.05,19.23,21.39,220.54
310.46,442.36,146.05,59.37,1.76,10.42,86.65,354.24
22.87,40.58,123.83,75.48,8.13,28.16,37.02,99.85
435.77,600.0,37.33,30.95,5.42,31.2,89.7,500.0
486.74,600.0,5.14,44.8,1.31,43.7,73.81,499.87
484.44,600.0,56.91,40.55,7.66,30.63,77.2,500.0
374.83,600.0,88.61,98.41,9.32,26.49,35.11,499.41
65.04,106.74,123.42,29.22,9.47,30.07,37.56,159.42
379.13,555.39,169.99,29.48,3.69,42.48,59.1,453.11
12.29,21.92,39.25,35.45,1.36,38.99,32.91,54.41
11.06,13.14,25.11,56.46,5.18,21.3,42.91,76.9
161.81,179.91,192.7,25.23,1.13,18.3,44.11,209.52
244.32,400.47,21.61,91.53,9.34,19.19,31.97,287.78
385.2,600.0,95.7,26.57,1.84,27.65,35.39,499.62
341.65,404.56,117.11,89.58,2.53,36.04,79.14,374.54
222.95,286.69,108.27,10.35,4.07,27.61,32.54,274.68
136.81,152.18,17.21,65.66,3.83,12.37,22.13,187.9
498.56,600.0,11.41,90.7,7.95,35.33,67.2,500.0
213.09,349.72,21.1,16.87,4.56,38.21,93.2,268.13
225.69,330.09,117.12,96.83,1.71,20.13,44.84,274.94
81.81,109.93,108.87,45.29,2.67,33.24,28.9,164.24
397.4,540.56,46.75,94.57,5.09,24.93,62.78,433.56
346.84,381.85,127.55,67.68,1.47,41.12,87.98,382.98
110.38,144.59,164.01,30.16,6.12,39.58,78.8,185.39
41.19,63.95,8.32,18.83,5.66,28.39,66.69,114.87
340.25,600.0,99.63,30.37,7.15,34.2,43.63,497.72
327.26,554.02,137.86,9.3,9.38,40.92,60.64,454.28
136.63,152.55,50.46,14.39,9.12,27.35,26.84,192.74
475.43,600.0,61.55,10.47,9.46,20.96,70.92,500.0
75.53,124.49,122.73,42.29,2.45,36.38,74.38,169.65
216.17,355.87,179.59,79.56,1.32,17.7,92.38,268.55
471.81,600.0,161.98,14.14,3.02,23.6,39.53,500.0
209.86,289.32,116.63,13.03,8.95,40.3,21.38,259.7
319.26,418.89,146.04,64.34,9.72,35.35,60.92,355.93
198.8,227.82,72.96,19.72,8.59,24.13,73.01,255.65
137.11,172.72,128.19,9.76,1.1,17.52,79.28,197.42
491.99,600.0,93.24,16.68,9.47,22.46,34.53,497.77
204.67,294.49,37.99,92.37,4.23,19.94,39.63,254.7
447.05,600.0,140.35,82.15,0.09,16.16,58.44,498.51
114.98,164.61,111.29,35.41,4.42,36.02,44.8,184.91
106.55,121.52,71.72,65.58,0.46,18.82,84.54,173.91
15.57,27.56,182.27,53.73,5.44,25.9,55.53,114.51
325.83,573.44,4.19,67.71,3.39,23.51,79.97,475.01
184.26,303.97,63.15,68.27,4.73,44.37,63.55,238.1
432.18,600.0,11.38,62.87,6.13,23.69,77.98,500.0
236.6,350.44,153.31,26.61,8.69,12.8,44.95,280.63
484.1,600.0,140.42,3.9,6.62,13.14,82.36,500.0
92.76,106.95,66.27,45.56,4.34,30.68,40.59,173.13
434.31,588.92,135.13,89.1,8.19,30.98,60.96,488.89
388.3,488.39,79.19,56.95,9.06,24.66,36.05,408.45
385.46,476.85,151.25,83.24,1.2,25.11,55.66,411.8
422.39,506.26,90.84,99.16,5.32,11.89,43.86,440.48
380.51,584.35,82.46,16.36,2.85,28.08,40.0,484.05
313.11,515.67,186.95,69.18,0.47,27.67,92.52,414.19
65.62,98.75,50.18,67.43,6.69,15.23,32.01,150.66
16.26,19.56,24.09,98.0,8.63,13.63,79.05,110.04
460.42,600.0,116.91,98.56,1.63,14.33,93.81,499.81
308.33,476.41,193.86,68.67,8.12,13.54,21.49,356.0
398.27,546.31,75.57,24.36,8.53,31.34,72.43,442.58
240.76,378.45,12.41,79.86,9.14,16.88,38.97,287.75
58.65,75.19,67.86,10.7,2.65,18.8,23.04,151.03
62.59,83.98,101.19,78.07,9.04,16.08,50.22,156.43
342.78,597.21,32.38,91.02,3.21,43.52,90.14,499.81
215.15,280.42,131.62,38.28,5.52,39.91,20.88,262.9
100.26,143.27,199.55,63.06,0.51,18.07,64.09,176.53
245.8,423.53,90.35,43.01,0.44,21.46,57.6,298.39
32.1,51.22,70.95,43.78,7.2,17.35,85.5,93.48
290.99,332.75,80.14,31.04,4.44,27.22,26.3,333.8
134.5,161.81,23.03,76.21,2.56,10.69,71.11,188.53
398.78,440.85,176.65,93.62,1.9,33.5,71.01,421.89
155.18,239.23,82.97,94.08,6.7,28.31,70.18,208.98
227.61,321.7,77.45,17.48,0.0,41.45,90.68,282.52
5.81,6.94,131.94,87.47,8.06,15.75,81.73,110.6
36.22,64.14,88.41,73.74,0.79,38.14,23.15,100.65
196.25,288.63,129.65,25.28,1.91,37.72,55.33,252.3
239.97,304.6,12.29,6.73,3.86,14.45,49.85,287.75
300.01,435.14,162.74,26.8,4.85,23.95,43.26,341.34
145.83,229.79,188.1,91.22,3.55,15.96,53.85,198.53
347.49,400.78,129.75,63.32,3.21,18.92,48.81,375.76
430.06,555.76,190.91,72.11,9.64,19.21,52.43,443.94
389.93,600.0,30.29,25.72,6.42,29.47,93.44,500.0
19.81,28.16,95.48,71.94,0.23,24.4,26.65,93.91
240.25,356.2,120.36,2.81,4.3,43.17,89.17,297.98
52.47,73.61,116.35,37.53,8.75,14.42,56.02,141.22
121.02,136.84,80.29,62.68,3.01,44.08,66.78,188.3
493.33,599.9,67.62,14.61,0.95,18.07,82.26,500.0
71.25,100.59,25.36,82.3,7.58,37.05,47.03,156.96
249.44,310.91,78.35,23.5,6.06,21.86,52.28,300.65
309.08,350.8,32.53,65.23,5.7,15.01,50.71,344.86
351.23,593.78,146.87,40.52,0.54,40.03,48.1,494.15
279.82,500.0,41.77,59.6,1.4,20.81,89.41,388.81
4.89,8.09,11.71,10.75,6.23,33.06,82.17,70.67
163.23,277.11,110.47,1.69,2.08,29.83,28.17,213.59
258.86,328.59,119.05,90.96,5.04,26.51,28.11,309.18
43.93,77.87,174.38,26.96,5.45,27.35,52.09,123.5
175.31,217.01,115.4,81.97,2.84,35.63,27.4,225.18
16.6,29.32,69.1,99.94,9.48,13.07,66.43,109.15
39.29,70.58,160.6,21.14,8.42,33.39,30.78,112.9
198.46,317.18,108.06,26.52,7.22,41.35,59.18,257.29
66.36,118.57,15.86,66.29,0.78,12.02,20.54,150.76
283.77,425.28,113.17,96.54,1.06,14.92,43.74,324.46
344.73,441.84,181.6,91.58,4.93,35.08,70.79,378.35
400.29,562.77,79.26,50.29,1.61,25.3,56.3,457.12
100.08,151.66,59.27,79.51,9.78,24.12,93.37,171.36
83.74,96.4,28.69,13.57,1.59,14.79,85.56,168.62
52.28,80.29,30.29,97.74,4.87,27.74,46.93,140.32
318.22,568.59,86.55,96.44,3.64,14.43,23.41,456.02
353.24,435.57,119.14,16.37,6.39,26.68,83.42,388.42
15.79,26.13,16.12,29.94,1.29,36.73,88.34,61.65
468.11,600.0,187.91,10.02,4.3,19.04,81.55,500.0
25.99,45.75,151.03,27.17,2.75,26.83,29.6,112.36
270.65,479.61,117.32,81.6,8.88,44.72,94.84,367.02
354.53,519.39,165.69,37.83,0.41,34.03,39.39,404.8
435.48,600.0,16.04,8.84,9.14,39.45,74.32,500.0
357.04,582.02,95.37,34.22,8.33,24.52,88.1,486.17
